pair_idx,of_time_ms,tm_time_ms,of_mean_intensity,tm_mean_intensity,mse,mae,correlation,of_motion_coverage,tm_motion_coverage
150,21.8213000043761,3.2945999992080033,0.08353074640035629,0.029945755377411842,0.03329199180006981,0.0865723192691803,0.2006631943077368,0.18720486111111112,0.06111111111111111
151,25.071699994441587,3.2023999956436455,0.004498286638408899,0.03350267931818962,0.017197098582983017,0.03326665610074997,0.38217812313863014,0.004583333333333333,0.09166666666666666
152,27.379400002246257,3.3077000043704174,0.003875978756695986,0.028764868155121803,0.015240149572491646,0.02861563116312027,0.3515024831334127,0.0039409722222222224,0.10694444444444444
153,22.231199996895157,3.483000000414904,0.08749449253082275,0.050187744200229645,0.04109004884958267,0.09471134096384048,0.29544054895942085,0.16701388888888888,0.10694444444444444
154,27.46330000081798,3.478599996014964,0.08694834262132645,0.054859232157468796,0.05511557683348656,0.10938851535320282,0.13202943627460936,0.17732638888888888,0.12222222222222222
155,22.62469999550376,3.063899996050168,0.07285922020673752,0.037771157920360565,0.04532487317919731,0.09333223104476929,0.062318151516991244,0.18116319444444445,0.030555555555555555
156,21.079499994812068,3.167599999869708,0.09662548452615738,0.040463343262672424,0.06045183911919594,0.1146191731095314,0.06383910127815062,0.20824652777777777,0.04583333333333333
157,22.224399996048305,3.0775000050198287,0.07661675661802292,0.04513963311910629,0.04910777509212494,0.09210201352834702,0.17311398636638195,0.14109375,0.10694444444444444
158,20.92850000190083,3.313400004117284,0.07401950657367706,0.05223506689071655,0.049491703510284424,0.09400833398103714,0.15699885606183783,0.15256944444444445,0.0763888888888889
159,21.062200001324527,2.9837000038241968,0.002996911993250251,0.04087989777326584,0.030328087508678436,0.04060832038521767,0.21101777509788788,0.0027430555555555554,0.0763888888888889
160,20.568500003719237,3.2415000023320317,0.09483952075242996,0.04600943624973297,0.05199690908193588,0.11268234252929688,0.0690031860851607,0.21809027777777779,0.12222222222222222
161,25.35599999828264,3.158599996822886,0.0028827444184571505,0.02249692939221859,0.013946539722383022,0.022159520536661148,0.3832251739671648,0.004618055555555556,0.015277777777777777
